CID,CO_MACSAUD,UF,CO_MUNICIP_R,NOME DO MUNICÍPIO,pop,MortPor100k,mortes_p_covid,A419,A419,J189,J189,J969,J969,J449,J449,J81X,J81X,tot2019,tot2020,dif20_19,%dif20_19,dif20_19_por100khab,tot2019_por100k,%dif20_19_por_mortes_covid
173,1509,PA,150555,Pau D'Arco,5410,110.90573012939001,6.0,6.0,3.0,0.0,4.0,5.0,1.0,1.0,2.0,0.0,2.0,12.0,12.0,0.0,0.0,0.0,221.81146025878002,0.0
174,1509,PA,150563,Piçarra,12979,46.22852299869019,6.0,3.0,3.0,0.0,0.0,7.0,0.0,4.0,1.0,0.0,0.0,14.0,4.0,-10.0,-71.42857142857143,-77.04753833115032,107.86655366361045,-166.66666666666669
175,1509,PA,150613,Redenção,85563,77.13614529644823,66.0,68.0,42.0,51.0,54.0,67.0,45.0,23.0,12.0,9.0,9.0,218.0,162.0,-56.0,-25.688073394495415,-65.44885055456214,254.78302537311689,-84.84848484848484
176,1509,PA,150616,Rio Maria,18201,71.42464699741772,13.0,13.0,7.0,2.0,3.0,12.0,10.0,3.0,5.0,2.0,2.0,32.0,27.0,-5.0,-15.625,-27.47101807592989,175.81451568595133,-38.46153846153847
177,1509,PA,150618,Rondon do Pará,52803,73.85943980455656,39.0,10.0,10.0,11.0,7.0,3.0,2.0,10.0,7.0,4.0,7.0,38.0,33.0,-5.0,-13.157894736842103,-9.469158949302123,71.96560801469614,-12.82051282051282
178,1509,PA,150658,Santa Maria das Barreiras,21850,45.766590389016024,10.0,4.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,0.0,13.0,11.0,-2.0,-15.384615384615385,-9.153318077803204,59.49656750572082,-20.0
179,1509,PA,150670,Santana do Araguaia,74419,30.906085811419125,23.0,14.0,14.0,5.0,5.0,18.0,5.0,2.0,6.0,6.0,3.0,45.0,33.0,-12.0,-26.66666666666667,-16.12491433639259,60.468428761472204,-52.17391304347826
180,1509,PA,150715,São Domingos do Araguaia,25753,77.66085504601406,20.0,8.0,11.0,9.0,7.0,2.0,5.0,2.0,2.0,5.0,3.0,26.0,28.0,2.0,7.692307692307687,7.7660855046014055,100.95911155981827,10.0
181,1509,PA,150730,São Félix do Xingu,132138,21.94675263739424,29.0,24.0,10.0,4.0,5.0,22.0,15.0,2.0,2.0,8.0,2.0,60.0,34.0,-26.0,-43.333333333333336,-19.67639891628449,45.40707442219498,-89.65517241379311
182,1509,PA,150745,São Geraldo do Araguaia,24705,121.43290831815423,30.0,13.0,12.0,5.0,5.0,9.0,2.0,1.0,1.0,2.0,3.0,30.0,23.0,-7.0,-23.33333333333333,-28.334345274235986,121.43290831815423,-23.333333333333332
183,1509,PA,150750,São João do Araguaia,14051,64.05238061347947,9.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,8.0,5.0,-3.0,-37.5,-21.35079353782649,56.935449434203974,-33.33333333333333
184,1509,PA,150775,Sapucaia,6009,83.20852055250458,5.0,3.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,9.0,6.0,-3.0,-33.333333333333336,-49.92511233150275,149.77533699450822,-60.0
185,1509,PA,150795,Tailândia,108969,40.37845625820187,44.0,34.0,42.0,23.0,10.0,9.0,26.0,1.0,4.0,10.0,5.0,77.0,87.0,10.0,12.987012987012992,9.176921876864062,70.66229845185329,22.727272727272727
186,1509,PA,150808,Tucumã,40136,94.67809447877217,38.0,14.0,11.0,2.0,7.0,13.0,6.0,1.0,1.0,7.0,2.0,37.0,27.0,-10.0,-27.027027027027028,-24.915288020729523,92.18656567669923,-26.31578947368421
187,1509,PA,150810,Tucuruí,115144,126.79774890571807,146.0,64.0,61.0,39.0,40.0,9.0,9.0,1.0,0.0,19.0,9.0,132.0,119.0,-13.0,-9.848484848484851,-11.290210519002292,114.63906065448481,-8.904109589041095
188,1509,PA,150840,Xinguara,45086,79.84740274142749,36.0,21.0,15.0,23.0,22.0,23.0,34.0,9.0,8.0,3.0,11.0,79.0,90.0,11.0,13.924050632911399,24.39781750432507,175.22068934924366,30.555555555555557
189,1510,PA,150040,Alenquer,57092,75.31703215862117,43.0,38.0,27.0,8.0,2.0,23.0,13.0,2.0,2.0,4.0,3.0,75.0,47.0,-28.0,-37.33333333333333,-49.04364884747425,131.3669165557346,-65.11627906976744
190,1510,PA,150050,Almeirim,34076,117.38466956215518,40.0,7.0,10.0,3.0,5.0,3.0,6.0,1.0,1.0,2.0,6.0,16.0,28.0,12.0,75.0,35.215400868646554,46.95386782486207,30.0
191,1510,PA,150060,Altamira,115969,117.27271943364175,136.0,88.0,59.0,29.0,18.0,30.0,37.0,15.0,7.0,17.0,12.0,179.0,133.0,-46.0,-25.698324022346362,-39.66577274961412,154.35159396045495,-33.82352941176471
192,1510,PA,150085,Anapu,28607,87.39119795854161,25.0,18.0,8.0,5.0,6.0,7.0,7.0,2.0,0.0,0.0,1.0,32.0,22.0,-10.0,-31.25,-34.95647918341665,111.86073338693328,-40.0
193,1510,PA,150100,Aveiro,16404,85.3450377956596,14.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,-3.0,-60.0,-18.2882223847842,30.480370641307,-21.428571428571427
194,1510,PA,150145,Belterra,17839,128.93099388979203,23.0,5.0,5.0,3.0,3.0,20.0,23.0,1.0,1.0,8.0,2.0,37.0,34.0,-3.0,-8.108108108108103,-16.81708615953809,207.4107293009698,-13.043478260869565
195,1510,PA,150172,Brasil Novo,14983,126.81038510311687,19.0,9.0,5.0,5.0,1.0,2.0,10.0,1.0,3.0,1.0,5.0,18.0,24.0,6.0,33.33333333333333,40.045384769405324,120.13615430821598,31.57894736842105
196,1510,PA,150285,Curuá,14587,47.987934462192364,7.0,4.0,5.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,12.0,10.0,-2.0,-16.666666666666664,-13.710838417769247,82.26503050661547,-28.57142857142857
197,1510,PA,150300,Faro,7070,42.43281471004243,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,12.0,10.0,-2.0,-16.666666666666664,-28.28854314002829,169.73125884016972,-66.66666666666666
198,1510,PA,150360,Itaituba,101395,141.032595295626,143.0,76.0,58.0,34.0,28.0,26.0,11.0,9.0,7.0,7.0,6.0,152.0,110.0,-42.0,-27.631578947368418,-41.42216085605799,149.90877262192416,-29.37062937062937
199,1510,PA,150375,Jacareacanga,7590,395.2569169960474,30.0,4.0,6.0,6.0,3.0,10.0,3.0,2.0,2.0,0.0,1.0,22.0,15.0,-7.0,-31.818181818181824,-92.22661396574439,289.8550724637681,-23.333333333333332
200,1510,PA,150390,Juruti,58960,150.94979647218452,89.0,30.0,19.0,3.0,3.0,5.0,7.0,2.0,2.0,5.0,5.0,45.0,36.0,-9.0,-19.999999999999996,-15.264586160108548,76.32293080054274,-10.112359550561797
201,1510,PA,150445,Medicilândia,31975,65.6763096168882,21.0,16.0,8.0,3.0,1.0,2.0,5.0,1.0,0.0,5.0,3.0,27.0,17.0,-10.0,-37.03703703703704,-31.27443315089914,84.44096950742767,-47.61904761904761
202,1510,PA,150475,Mojuí dos Campos,16184,86.50519031141869,14.0,9.0,18.0,1.0,6.0,3.0,5.0,1.0,0.0,1.0,0.0,15.0,29.0,14.0,93.33333333333333,86.50519031141869,92.68413247652002,100.0
203,1510,PA,150480,Monte Alegre,58162,120.35349540937383,70.0,25.0,20.0,20.0,15.0,7.0,3.0,1.0,2.0,5.0,1.0,58.0,41.0,-17.0,-29.31034482758621,-29.228706027990782,99.72146762490972,-24.285714285714285
204,1510,PA,150503,Novo Progresso,25766,73.74058837227354,19.0,4.0,5.0,3.0,2.0,0.0,1.0,6.0,3.0,1.0,1.0,14.0,12.0,-2.0,-14.28571428571429,-7.762167197081425,54.33517037956997,-10.526315789473683
205,1510,PA,150510,Óbidos,52306,107.0622873092953,56.0,17.0,16.0,3.0,4.0,14.0,12.0,1.0,0.0,6.0,1.0,41.0,33.0,-8.0,-19.512195121951216,-15.294612472756473,78.38488892287691,-14.285714285714285
206,1510,PA,150530,Oriximiná,74016,104.031560743623,77.0,45.0,45.0,10.0,9.0,4.0,3.0,1.0,2.0,5.0,0.0,65.0,59.0,-6.0,-9.230769230769232,-8.106355382619974,87.81884997838306,-7.792207792207792
207,1510,PA,150548,Pacajá,48414,35.11381005494279,17.0,27.0,21.0,9.0,9.0,8.0,8.0,0.0,2.0,6.0,3.0,50.0,43.0,-7.0,-14.000000000000002,-14.458627669682324,103.27591192630231,-41.17647058823529
208,1510,PA,150565,Placas,31659,34.74525411415396,11.0,8.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,12.0,11.0,-1.0,-8.333333333333337,-3.158659464923087,37.90391357907704,-9.090909090909092
209,1510,PA,150590,Porto de Moz,41801,57.41489438051722,24.0,13.0,8.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,21.0,19.0,-2.0,-9.523809523809524,-4.784574531709768,50.23803258295256,-8.333333333333332
210,1510,PA,150600,Prainha,29846,110.56758024525901,33.0,10.0,7.0,5.0,3.0,5.0,4.0,0.0,0.0,1.0,0.0,21.0,14.0,-7.0,-33.333333333333336,-23.453729142933724,70.36118742880119,-21.21212121212121
211,1510,PA,150619,Rurópolis,51500,48.543689320388346,25.0,16.0,14.0,9.0,6.0,8.0,5.0,3.0,2.0,4.0,0.0,40.0,27.0,-13.0,-32.49999999999999,-25.242718446601938,77.66990291262137,-52.0
212,1510,PA,150680,Santarém,306480,156.94335682589403,481.0,360.0,306.0,134.0,105.0,110.0,119.0,27.0,14.0,22.0,27.0,653.0,571.0,-82.0,-12.55742725880551,-26.755416340381103,213.06447402766904,-17.04781704781705
213,1510,PA,150780,Senador José Porfírio,11480,156.794425087108,18.0,7.0,5.0,4.0,5.0,3.0,3.0,0.0,1.0,0.0,3.0,14.0,17.0,3.0,21.42857142857142,26.13240418118467,121.95121951219512,16.666666666666664
214,1510,PA,150797,Terra Santa,18917,84.58000740075065,16.0,2.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,10.0,9.0,16.0,17.0,1.0,6.25,5.286250462546915,84.58000740075065,6.25
215,1510,PA,150805,Trairão,19168,26.08514190317195,5.0,4.0,4.0,1.0,0.0,2.0,4.0,2.0,2.0,0.0,4.0,9.0,14.0,5.0,55.55555555555556,26.08514190317195,46.95325542570952,100.0
216,1510,PA,150815,Uruará,45435,50.621767359964785,23.0,15.0,15.0,7.0,5.0,42.0,31.0,5.0,2.0,3.0,4.0,72.0,57.0,-15.0,-20.833333333333336,-33.01419610432486,158.46814130075933,-65.21739130434783
217,1510,PA,150835,Vitória do Xingu,15279,170.16820472544015,26.0,13.0,9.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,17.0,12.0,-5.0,-29.411764705882348,-32.724654754892335,111.26382616663395,-19.230769230769234
218,1511,PA,150020,Acará,55669,46.70462914728125,26.0,35.0,24.0,15.0,7.0,5.0,8.0,2.0,1.0,6.0,4.0,63.0,44.0,-19.0,-30.15873015873016,-34.13030591532091,113.16890908764303,-73.07692307692307
219,1511,PA,150090,Augusto Corrêa,46471,73.16390867422693,34.0,22.0,34.0,7.0,13.0,14.0,7.0,4.0,1.0,4.0,1.0,51.0,56.0,5.0,9.80392156862746,10.75939833444514,109.7458630113404,14.705882352941178
220,1511,PA,150095,Aurora do Pará,31773,34.62058980895729,11.0,6.0,9.0,3.0,5.0,8.0,7.0,13.0,3.0,5.0,3.0,35.0,27.0,-8.0,-22.857142857142854,-25.178610770150758,110.15642211940956,-72.72727272727273
221,1511,PA,150160,Bonito,16530,54.4464609800363,9.0,11.0,5.0,2.0,5.0,0.0,2.0,0.0,1.0,0.0,2.0,13.0,15.0,2.0,15.384615384615374,12.099213551119178,78.64488808227465,22.22222222222222
222,1511,PA,150170,Bragança,128914,103.16955489706315,133.0,140.0,155.0,60.0,55.0,24.0,26.0,13.0,4.0,11.0,6.0,248.0,246.0,-2.0,-0.8064516129032251,-1.5514218781513256,192.37631289076438,-1.5037593984962405
223,1511,PA,150190,Bujaru,29427,74.76127366024399,22.0,12.0,13.0,6.0,4.0,3.0,6.0,2.0,1.0,4.0,3.0,27.0,27.0,0.0,0.0,0.0,91.75247221939036,0.0
224,1511,PA,150195,Cachoeira do Piriá,34609,20.225952786847355,7.0,15.0,6.0,6.0,7.0,3.0,3.0,1.0,1.0,0.0,1.0,25.0,18.0,-7.0,-28.000000000000004,-20.225952786847355,72.23554566731197,-100.0
225,1511,PA,150220,Capanema,69431,120.98342239057483,84.0,87.0,58.0,41.0,48.0,14.0,11.0,14.0,2.0,5.0,5.0,161.0,124.0,-37.0,-22.981366459627328,-53.290317005372245,231.8848929152684,-44.047619047619044
226,1511,PA,150230,Capitão Poço,54425,75.33302710151585,41.0,21.0,27.0,6.0,7.0,14.0,3.0,10.0,0.0,4.0,2.0,55.0,39.0,-16.0,-29.09090909090909,-29.39825447864033,101.05649977032614,-39.02439024390244
227,1511,PA,150240,Castanhal,203251,110.70056235885679,225.0,239.0,243.0,127.0,102.0,59.0,60.0,27.0,11.0,24.0,16.0,476.0,432.0,-44.0,-9.243697478991598,-21.648109972398657,234.19318970140367,-19.555555555555557
228,1511,PA,150260,Colares,12131,82.4334350012365,10.0,8.0,13.0,0.0,10.0,3.0,4.0,0.0,0.0,1.0,0.0,12.0,27.0,15.0,125.0,123.65015250185476,98.9201220014838,150.0
229,1511,PA,150275,Concórdia do Pará,33781,38.483171013291496,13.0,9.0,11.0,3.0,3.0,9.0,8.0,1.0,0.0,1.0,4.0,23.0,26.0,3.0,13.043478260869556,8.880731772298038,68.08561025428494,23.076923076923077
230,1511,PA,150290,Curuçá,40584,150.30553912872068,61.0,34.0,30.0,21.0,17.0,12.0,18.0,4.0,3.0,3.0,2.0,74.0,70.0,-4.0,-5.405405405405405,-9.856100926473488,182.3378671397595,-6.557377049180328
231,1511,PA,150307,Garrafão do Norte,26111,45.95764237294627,12.0,7.0,10.0,4.0,9.0,8.0,8.0,1.0,0.0,3.0,3.0,23.0,30.0,7.0,30.434782608695656,26.808624717551993,88.08548121481367,58.333333333333336
232,1511,PA,150320,Igarapé-Açu,39023,82.00292135407324,32.0,24.0,30.0,13.0,21.0,6.0,7.0,7.0,6.0,8.0,2.0,58.0,66.0,8.0,13.793103448275868,20.50073033851831,148.63029495425775,25.0
233,1511,PA,150340,Inhangapi,11861,50.58595396678189,6.0,6.0,7.0,5.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,16.0,17.0,1.0,6.25,8.430992327796982,134.89587724475172,16.666666666666664
234,1511,PA,150345,Ipixuna do Pará,65625,30.476190476190474,20.0,16.0,13.0,5.0,7.0,7.0,2.0,1.0,1.0,4.0,4.0,33.0,27.0,-6.0,-18.181818181818176,-9.142857142857142,50.28571428571429,-30.0
235,1511,PA,150350,Irituia,32595,67.49501457278724,22.0,16.0,21.0,7.0,5.0,4.0,3.0,2.0,2.0,1.0,0.0,30.0,31.0,1.0,3.3333333333333437,3.067955207853965,92.03865623561896,4.545454545454546
236,1511,PA,150405,Mãe do Rio,30235,125.68215644121051,38.0,28.0,21.0,13.0,10.0,13.0,12.0,2.0,5.0,9.0,1.0,65.0,49.0,-16.0,-24.615384615384617,-52.918802712088635,214.9826360178601,-42.10526315789473
237,1511,PA,150410,Magalhães Barata,8573,163.30339437769743,14.0,6.0,3.0,4.0,6.0,4.0,4.0,1.0,4.0,1.0,2.0,16.0,19.0,3.0,18.75,34.99358450950659,186.6324507173685,21.428571428571427
238,1511,PA,150430,Maracanã,29516,84.69982382436645,25.0,15.0,13.0,10.0,8.0,8.0,9.0,3.0,6.0,0.0,2.0,36.0,38.0,2.0,5.555555555555558,6.775985905949315,121.96774630708768,8.0
239,1511,PA,150440,Marapanim,28450,91.3884007029877,26.0,23.0,10.0,10.0,6.0,7.0,10.0,3.0,6.0,2.0,2.0,45.0,34.0,-11.0,-24.444444444444446,-38.66432337434095,158.17223198594024,-42.30769230769231
240,1511,PA,150495,Nova Esperança do Piriá,21444,37.30647267300877,8.0,6.0,12.0,3.0,6.0,1.0,2.0,1.0,0.0,2.0,4.0,13.0,24.0,11.0,84.61538461538463,51.29639992538706,60.62301809363924,137.5
